name,year,kms_driven,fuel_type,Price
Hyundai i10 Era,2011,100000,Petrol,206000
Maruti Wagon R LXI,2006,110000,Petrol,70000
Hyundai Grand i10 1.2 Kappa Magna AT,2019,7000,Petrol,567000
Maruti Wagon R LXI,2005,35000,Petrol,65000
Maruti Swift Dzire VDI,2016,60000,Diesel,550000
Hyundai i10 Magna,2010,70000,Petrol,140000
Renault KWID RXT,2016,30000,Petrol,300000
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2013,70000,Petrol,500000
Hyundai Grand i10 Sportz,2015,128000,Petrol,400000
Maruti Swift VDI BSIV,2011,160000,Diesel,340000
Toyota Innova 2.5 GX 8 STR,2012,120000,Diesel,850000
Maruti Swift VDI BSIV,2014,15000,Diesel,570000
Maruti Swift Dzire VDI,2017,60000,Diesel,699000
Honda Brio Exclusive Edition,2013,80000,Petrol,355000
Maruti Swift Dzire VDI Optional,2016,80000,Diesel,690000
Ford Fiesta 1.4 Duratorq ZXI,2006,114321,Diesel,180000
Tata Indica Vista TDI LX,2013,120000,Diesel,200000
Mahindra Scorpio VLX 2WD AIRBAG AT BSIV,2012,120000,Diesel,575000
Toyota Etios Liva GD,2014,146000,Diesel,415000
Hyundai i10 Magna LPG,2012,30000,LPG,350000
Hyundai EON D Lite Plus,2017,20000,Petrol,350000
Toyota Platinum Etios 1.4 GD,2017,150000,Diesel,632000
Maruti Eeco CNG 5 Seater AC BSIV,2014,70000,CNG,325000
Hyundai Elantra SX,2013,90000,Petrol,511000
Honda City 1.5 V MT,2010,100000,Petrol,300000
Maruti Wagon R LXI,2005,188000,Petrol,70000
Hyundai i10 Sportz 1.1L,2008,100000,Petrol,180000
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,9000,Diesel,2711000
Lexus ES 300h,2019,20000,Petrol,5150000
Jaguar XF 2.0 Diesel Portfolio,2017,45000,Diesel,3200000
Tata Safari Storme EX,2015,110000,Diesel,503000
Volvo XC40 D4 Inscription BSIV,2019,20000,Diesel,3800000
Toyota Camry 2.5 Hybrid,2016,68089,Petrol,2000000
Maruti Wagon R LXI,2013,58343,Petrol,225000
Maruti Baleno Alpha 1.3,2018,38817,Diesel,740000
Honda Jazz VX,2016,56494,Petrol,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,79328,Diesel,750000
Maruti Swift AMT VVT VXI,2019,5621,Petrol,650000
Toyota Etios VX,2017,25538,Petrol,625000
Maruti Swift AMT ZXI,2018,69779,Petrol,600000
Hyundai Grand i10 1.2 CRDi Sportz,2017,56290,Diesel,450000
BMW X4 M Sport X xDrive20d,2019,7500,Diesel,5400000
BMW X4 M Sport X xDrive20d,2019,8500,Diesel,5500000
Honda Amaze V CVT Petrol BSIV,2019,7032,Petrol,779000
Skoda Rapid 1.6 MPI AT Elegance,2016,11000,Petrol,645000
Volvo V40 D3 R-Design,2018,2000,Diesel,2475000
Hyundai i20 1.2 Asta,2017,37333,Petrol,730000
Maruti Ertiga VDI,2014,15000,Diesel,450000
Hyundai Sonata 2.4 GDi MT,2012,330000,Petrol,550000
Maruti Wagon R LXI CNG,2017,60000,CNG,420000
Toyota Etios GD,2016,80000,Diesel,509999
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,110000,Diesel,905000
Maruti Swift VDI BSIV,2010,134000,Diesel,240000
Maruti Alto LX,2011,72000,Petrol,140000
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2006,140000,Diesel,300000
Maruti Ritz LXi,2015,80000,Petrol,300000
Maruti Swift Dzire VDi,2010,120000,Diesel,225000
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,90000,Diesel,860000
Renault Duster 85PS Diesel RxL Optional,2012,100000,Diesel,400000
Maruti Swift Dzire LXi,2009,90000,Petrol,190000
Honda Amaze VX i-DTEC,2013,140000,Diesel,350000
Chevrolet Spark 1.0 LS,2010,120000,Petrol,75000
Maruti Vitara Brezza VDi AMT,2019,35000,Diesel,860000
Maruti Alto K10 VXI,2014,50000,Petrol,250000
Hyundai Verna 1.4 CRDi,2017,82000,Diesel,700000
Maruti Swift VDI BSIV,2014,70000,Diesel,399000
Maruti Ritz LXi,2016,90000,Petrol,320000
Toyota Fortuner 4x2 AT,2015,60000,Diesel,2000000
Skoda Octavia Ambition 2.0 TDI MT,2014,79000,Diesel,1100000
Toyota Innova 2.5 V Diesel 7-seater,2011,291000,Diesel,750000
Toyota Innova 2.5 V Diesel 7-seater,2010,250000,Diesel,750000
Mahindra Bolero 2011-2019 Plus Non AC BSIV PS,2018,20000,Diesel,530000
Maruti Ciaz ZDi Plus SHVS,2017,53000,Diesel,750000
Nissan Micra XV CVT,2017,21500,Petrol,560000
Tata Tiago 1.05 Revotorq XZ WO Alloy,2017,89000,Diesel,450000
Maruti Swift Dzire VXI,2013,35000,Petrol,459999
Maruti Zen Estilo LXI BS IV,2013,43000,Petrol,235000
Hyundai Santro Xing GLS,2009,80000,Petrol,180000
Hyundai Santro Xing XS,2007,80000,Petrol,140000
Hyundai i20 Asta 1.4 CRDi,2014,110000,Diesel,620000
Hyundai EON Era,2012,100000,Petrol,190000
Hyundai EON Sportz,2018,25000,Petrol,380000
Ford EcoSport S Diesel BSIV,2019,20000,Diesel,1145000
Tata Zest Quadrajet 1.3 75PS XE,2017,70000,Diesel,540000
Toyota Innova 2.5 V Diesel 7-seater,2011,197000,Diesel,800000
Maruti Wagon R LXI BSIII,2006,100000,Petrol,150000
Maruti 800 Std,1995,70000,Petrol,55000
Mahindra XUV500 W10 2WD,2015,140000,Diesel,919999
Maruti Esteem LX,2008,86000,Petrol,75000
Maruti Alto LXi BSIII,2009,50000,Petrol,135000
Tata Tiago 1.2 Revotron XZ,2017,40300,Petrol,340000
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2010,120000,Diesel,525000
Maruti Celerio VXI,2016,25000,Petrol,411000
Maruti Wagon R LXI Minor,2010,155000,Petrol,150000
Honda Jazz 1.2 V AT i VTEC,2015,50000,Petrol,575000
Hyundai i20 Asta Option 1.2,2017,30030,Petrol,595000
Hyundai Xcent 1.2 Kappa SX Option,2017,29029,Petrol,525000
Maruti Ritz VDi,2012,72072,Diesel,335000
Ford Figo Diesel EXI,2012,54000,Diesel,300000
Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,2012,82082,Diesel,415000
Mahindra XUV500 W8 2WD,2016,48000,Diesel,925000
Maruti Ertiga BSIV ZXI Plus,2016,20000,Petrol,750000
Hyundai Verna CRDi 1.6 AT SX Option,2018,49000,Diesel,1150000
Datsun GO Plus T BSIV,2015,35000,Petrol,260000
Maruti Alto 800 CNG LXI,2017,67000,CNG,260000
Maruti Swift Dzire Vdi BSIV,2011,80600,Diesel,347000
Hyundai EON Magna Optional,2013,58609,Petrol,195000
Fiat Punto Pure 1.2L FIRE,2016,33003,Petrol,265000
Maruti Wagon R LXI CNG,2016,43000,CNG,320000
Hyundai i20 Magna 1.2,2016,16500,Petrol,590000
Toyota Innova 2.5 GX 8 STR BSIV,2012,138000,Diesel,650000
Mahindra Scorpio 2009-2014 EX 9S BSIII,2013,165500,Diesel,509999
Maruti Swift Dzire ZDi,2011,120000,Diesel,350000
Tata Nexon 1.5 Revotorq XM,2018,30000,Diesel,749000
Tata Indigo CS LS (TDI) BS III,2010,70000,Diesel,150000
Hyundai Santro LE,2001,80000,Petrol,33983
Maruti Zen LX,2003,170000,Petrol,58000
Mahindra Verito 1.5 D2 BSIV,2011,120000,Diesel,200000
Mahindra Jeep MM 540,1998,47990,Diesel,210000
Tata Indica Vista Quadrajet LS,2014,168000,Diesel,240000
Honda Amaze E i-DTEC,2017,60000,Diesel,515000
Maruti Alto LXi,2008,120000,Petrol,145000
Maruti Wagon R VXI Optional,2016,5800,Petrol,450000
Maruti A-Star Lxi,2010,68700,Petrol,179000
Hyundai Verna Xi (Petrol),2007,108000,Petrol,220000
Tata Zest Revotron 1.2 XT,2020,40000,Petrol,500000
Ford Fiesta Classic 1.4 SXI Duratorq,2009,100000,Diesel,190000
Chevrolet Beat Diesel LT,2015,40000,Diesel,200000
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,90000,Petrol,850000
Volkswagen Polo Petrol Highline 1.2L,2011,60000,Petrol,270000
Hyundai EON Magna Plus,2016,17000,Petrol,335000
Maruti Wagon R VXI Optional,2018,5000,Petrol,459999
Maruti Vitara Brezza LDi Option,2017,60000,Diesel,710000
Maruti Swift Dzire LDI,2015,140000,Diesel,330000
Jeep Compass 2.0 Limited,2017,15000,Diesel,1515000
Tata Nexon 1.2 Revotron XZ Plus,2018,25000,Petrol,750000
Chevrolet Spark 1.0 LT,2016,50000,Petrol,160000
Chevrolet Beat Diesel LT Option,2016,60000,Diesel,215000
Tata Nano Cx BSIII,2012,40000,Petrol,60000
Maruti Swift Dzire VXI,2014,72000,Petrol,480000
Tata Manza Aqua Quadrajet BS IV,2012,195000,Diesel,140000
Hyundai EON D Lite,2012,70000,Petrol,200000
Nissan Micra Diesel XL Optional,2013,83000,Diesel,400000
Hyundai EON Era Plus,2012,100000,Petrol,180000
Maruti Swift VXI Optional,2015,25000,Petrol,550000
Maruti Swift VDI Optional,2016,50000,Diesel,550000
Maruti Ertiga VDI,2012,67000,Diesel,550000
Maruti Zen Estilo VXI BSIV,2011,30000,Petrol,270000
Renault Pulse RxL,2013,85000,Diesel,315000
Mahindra Thar CRDe,2018,25000,Diesel,875000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2007,170000,Diesel,400000
Mahindra Scorpio EX,2014,110000,Diesel,540000
Maruti Wagon R LXI CNG,2017,60000,CNG,350000
Hyundai Verna 1.6 SX CRDi (O),2011,80000,Diesel,360000
Maruti Wagon R VXI BS IV,2014,31000,Petrol,300000
Hyundai Grand i10 CRDi Sportz,2014,100000,Diesel,350000
Mahindra NuvoSport N8,2016,130000,Diesel,650000
Maruti Wagon R LXI Optional,2016,20000,Petrol,350000
Ford EcoSport 1.5 TDCi Trend Plus BSIV,2017,60000,Diesel,700000
Maruti Swift Dzire VDI,2013,102996,Diesel,415000
Mahindra Marazzo M8,2019,5000,Diesel,1460000
Tata Nexon 1.5 Revotorq XZ Plus,2017,35000,Diesel,830000
Datsun GO T Option BSIV,2018,5000,Petrol,430000
Ford EcoSport 1.5 TDCi Platinum Edition BSIV,2017,60000,Diesel,850000
Maruti Swift Dzire ZXI,2017,70000,Petrol,650000
Hyundai Verna CRDi,2008,120000,Diesel,120000
Mahindra TUV 300 T8,2016,65100,Diesel,730000
Maruti Ignis 1.2 AMT Delta BSIV,2019,20000,Petrol,525000
Hyundai i20 Active 1.4 SX,2015,108000,Diesel,600000
Maruti Swift LXI,2019,15000,Petrol,500000
Hyundai Santro Xing GLS,2009,77000,Petrol,150000
Maruti Wagon R VXI BS IV,2015,18500,Petrol,409999
Mahindra TUV 300 T8,2016,120000,Diesel,625000
Renault KWID RXT,2015,15200,Petrol,290000
Honda Mobilio V i VTEC,2015,35000,Petrol,500000
Hyundai Verna 1.6 SX,2011,80000,Diesel,475000
Hyundai EON Era Plus,2013,70000,Petrol,190000
Mahindra XUV500 W6 2WD,2014,80000,Diesel,750000
Nissan Terrano XV 110 PS,2014,120000,Diesel,525000
Chevrolet Cruze LTZ,2012,82000,Diesel,495000
Hyundai i20 Sportz 1.4 CRDi,2015,60000,Diesel,550000
Mahindra XUV500 W8 4WD,2012,129000,Diesel,595000
Fiat Grande Punto EVO 1.3 Dynamic,2015,67000,Diesel,550000
Toyota Fortuner 2.5 4x2 MT TRD Sportivo,2015,120000,Diesel,2000000
Tata Safari DICOR 2.2 EX 4x2,2010,120000,Diesel,400000
Fiat Avventura Power Up 1.3 Emotion,2015,96500,Diesel,500000
Maruti Wagon R LXI BSIII,2017,52412,Petrol,340000
Mahindra Scorpio SLE BS IV,2012,85472,Diesel,480000
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2013,87452,Diesel,480000
Ford EcoSport 1.5 Diesel Ambiente BSIV,2018,17000,Diesel,750000
Maruti Wagon R LXI Minor,2008,66530,Petrol,100000
Hyundai i20 Magna,2013,40000,Petrol,290000
Fiat Avventura Power Up 1.3 Emotion,2015,96500,Diesel,425000
Honda City V MT,2010,79000,Petrol,285000
Mahindra TUV 300 mHAWK100 T8,2016,50000,Diesel,625000
Fiat Grande Punto Active (Diesel),2012,60000,Diesel,170000
Tata Zest Revotron 1.2T XMS,2018,35000,Petrol,459999
Fiat Avventura MULTIJET Emotion,2015,120000,Diesel,450000
Maruti Swift Dzire AMT VXI,2019,10000,Petrol,650000
Hyundai i20 Active 1.2 S,2017,15000,Petrol,600000
Maruti Alto 800 CNG LXI,2013,70000,CNG,178000
Maruti Alto 800 LXI,2016,5000,Petrol,300000
Maruti Alto LXi,2009,40000,Petrol,150000
Hyundai Elite i20 Petrol Magna Exective,2019,10000,Petrol,590000
Hyundai EON Era Plus,2016,25000,Petrol,310000
Tata Zest Revotron 1.2T XMS,2017,53000,Petrol,400000
Mahindra Scorpio LX,2014,110000,Diesel,520000
Ashok Leyland Stile LE,2013,200000,Diesel,300000
Mahindra XUV300 W8 Option BSIV,2019,22000,Petrol,1000000
Maruti Wagon R VXI,2003,70000,Petrol,65000
Honda Amaze VX i-DTEC,2015,75000,Diesel,509999
Maruti Wagon R VXI BSIII,2012,70000,Petrol,221000
Volkswagen Vento 1.6 Highline,2014,64000,Petrol,390000
Maruti Gypsy King Soft Top MPI BSIV,2002,60000,Petrol,350000
Maruti Alto LXi,2009,40000,Petrol,195000
Audi Q7 3.0 TDI Quattro,2010,110000,Diesel,1750000
Mahindra Scorpio VLX 2WD AIRBAG BSIII,2013,60000,Diesel,600000
Hyundai i20 Sportz Option 1.4 CRDi,2015,72000,Diesel,615000
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,70000,Diesel,350000
Chevrolet Beat Diesel LS,2012,75000,Diesel,140000
Hyundai i20 1.4 Sportz,2017,32331,Diesel,650000
Hyundai Creta 1.6 CRDi SX Plus,2016,70000,Diesel,1100000
Hyundai i20 1.4 CRDi Sportz,2010,80000,Diesel,285000
Chevrolet Spark 1.0 LT,2011,20000,Petrol,190000
Nissan Sunny XL,2012,110000,Petrol,350000
Hyundai Grand i10 Asta,2014,40000,Petrol,400000
Toyota Innova Crysta 2.7 ZX AT BSIV,2016,40000,Petrol,2100000
Hyundai i20 Sportz 1.2,2015,90000,Petrol,434999
Maruti Swift Dzire VXI,2014,50000,Petrol,450000
Daewoo Matiz SD,2001,137000,Petrol,45000
Hyundai i20 Asta 1.2,2015,60000,Petrol,450000
Maruti Swift VDI Optional,2017,30000,Diesel,580000
Hyundai Creta 1.6 CRDi SX,2016,98000,Diesel,900000
Maruti Ertiga SHVS ZDI,2016,50000,Diesel,750000
Tata Indigo CS LS (TDI) BS III,2009,120000,Diesel,140000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,30000,Petrol,525000
Tata Indigo CS LS (TDI) BS III,2009,120000,Diesel,114999
Tata Tiago 1.2 Revotron XZ,2016,40000,Petrol,399000
Hyundai Santro Xing XL eRLX Euro II,2006,100000,Petrol,150000
Tata Indica V2 Turbomax DLS BS IV,2012,90000,Diesel,275000
Hyundai i20 1.4 CRDi Magna,2011,80000,Diesel,340000
Hyundai EON LPG Era Plus,2012,120000,LPG,222000
Mahindra Ssangyong Rexton RX7,2013,200000,Diesel,850000
Tata Indica V2 DLS,2007,110000,Diesel,70000
Tata Tiago 1.2 Revotron XT,2017,38000,Petrol,430000
Tata Tiago 1.2 Revotron XT,2017,35000,Petrol,430000
Maruti Wagon R VXI BS IV,2014,70000,Petrol,320000
Hyundai Santro Xing XG,2005,125000,Petrol,95000
Renault Fluence Diesel E4,2012,120000,Diesel,500000
Renault Duster 110PS Diesel RxL,2012,110000,Diesel,500000
Tata Indica Vista Aura Plus 1.3 Quadrajet BS IV,2010,140000,Diesel,229999
Mahindra Scorpio VLS AT 2.2 mHAWK,2009,155000,Diesel,600000
Hyundai Santro Xing XL,2007,120000,Petrol,200000
Renault Pulse RxL Optional,2017,80000,Diesel,500000
Mahindra Bolero SLX 2WD,2010,120000,Diesel,315000
Maruti Wagon R VXI Minor,2011,80000,Petrol,265000
Ford Figo 1.5D Base MT,2015,110000,Diesel,350000
Tata Indigo CR4,2012,230000,Diesel,200000
Tata Indica V2 DLE BSIII,2011,172000,Diesel,114999
Hyundai i20 Magna 1.2,2014,25000,Petrol,425000
Ford EcoSport 1.5 Diesel Trend BSIV,2019,35000,Diesel,900000
Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014,126000,Diesel,550000
Honda WR-V i-DTEC VX,2018,30000,Diesel,900000
Hyundai i10 Era,2011,97000,Petrol,165000
Hyundai Verna 1.6 CRDI AT SX Option,2016,120000,Diesel,850000
Hyundai Verna 1.6 CRDi S Option,2016,120000,Diesel,850000
Mahindra Thar CRDe AC,2014,80000,Diesel,550000
Maruti Swift Dzire Vdi BSIV,2011,60000,Diesel,500000
Maruti Swift Dzire VXI 1.2,2018,15000,Petrol,630000
Hyundai i10 Era,2011,60000,Petrol,160000
Honda City i DTEC VX,2015,60000,Diesel,670000
Maruti Swift ZDi,2014,90000,Diesel,430000
Hyundai Xcent 1.2 Kappa Base,2015,30000,Petrol,375000
Hyundai i20 Asta Option 1.2,2016,35000,Petrol,650000
Maruti Swift Dzire LDI,2016,35000,Diesel,500000
Maruti Swift Dzire LDI,2016,35000,Diesel,500000
Mahindra XUV500 W10 2WD,2017,25000,Diesel,1350000
Volkswagen Ameo 1.5 TDI Comfortline,2018,40000,Diesel,600000
Hyundai Creta 1.6 CRDi SX Plus,2017,25000,Diesel,1200000
BMW X6 xDrive30d,2013,56000,Diesel,3750000
Maruti Swift Dzire ZXI Plus,2018,41779,Petrol,795000
Honda Jazz 1.2 V i VTEC,2016,54000,Petrol,625000
Mercedes-Benz E-Class E250 CDI Avantgarde,2016,31000,Diesel,2900000
Maruti Ignis 1.3 AMT Zeta,2017,37000,Diesel,625000
Chevrolet Cruze LTZ AT,2011,90000,Diesel,440000
Toyota Corolla Altis 1.8 G,2018,13534,Petrol,1400000
Toyota Corolla Altis 1.8 VL AT,2017,7000,Petrol,1450000
Mercedes-Benz GLA Class 200 CDI SPORT,2017,23000,Diesel,2700000
Hyundai Grand i10 Sportz,2017,23456,Petrol,550000
Toyota Innova Crysta 2.8 GX AT 8S BSIV,2019,43000,Diesel,1925000
Mahindra XUV500 W10 2WD,2015,39000,Diesel,1225000
Honda WR-V i-VTEC S,2017,15000,Petrol,700000
Maruti Swift Dzire VDI,2013,40000,Diesel,530000
Kia Seltos HTX Plus AT D,2020,5000,Diesel,1900000
Maruti Ciaz RS ZDi Plus SHVS,2017,70000,Diesel,844999
Skoda Rapid 1.5 TDI AT Style Plus,2016,99000,Diesel,650000
Maruti Swift ZXI 2018,2018,15000,Petrol,750000
BMW 6 Series GT 630d Luxury Line,2018,28156,Diesel,6000000
Honda Jazz 1.2 SV i VTEC,2015,30000,Petrol,610000
Chevrolet Beat LT,2010,70000,Petrol,150000
Maruti Swift Dzire VXI,2014,40000,Petrol,475000
Mahindra Scorpio SLX 4WD,2008,136500,Diesel,375000
Mahindra KUV 100 mFALCON D75 K6 Plus,2016,70000,Diesel,425000
Honda City i DTEC VX,2015,90000,Diesel,800000
Maruti 800 DX,1996,32000,Petrol,40000
Maruti Wagon R AMT VXI Option,2018,8000,Petrol,509999
Toyota Etios Liva VD,2015,170000,Diesel,387000
Maruti Alto 800 VXI,2014,25000,Petrol,235000
Tata Sumo SE Plus BSII,2000,120000,Diesel,95000
Maruti Swift Vdi BSIII,2010,110000,Diesel,340000
Mahindra XUV500 W6 2WD,2016,100000,Diesel,1000000
Ford Ikon 1.4 TDCi DuraTorq,2009,115000,Diesel,160000
Mahindra Scorpio SLX 4WD LE,2008,120000,Diesel,365000
Skoda Fabia 1.2L Diesel Elegance,2011,265000,Diesel,300000
Maruti Swift Vdi BSIII,2008,90000,Diesel,260000
Honda Jazz V CVT,2018,40000,Petrol,860000
Hyundai Verna 1.6 Xi ABS,2008,55000,Petrol,114999
Maruti Alto LXi,2007,90000,Petrol,100000
Volkswagen Vento 1.5 TDI Highline,2014,111000,Diesel,565000
Mahindra Xylo E4 BS III,2013,120000,Diesel,450000
Maruti Baleno Zeta 1.2,2017,15000,Petrol,625000
Maruti Alto 800 VXI,2016,30000,Petrol,280000
Maruti Alto K10 VXI,2017,50000,Petrol,330000
Hyundai Creta 1.6 CRDi Anniversary Edition,2015,40000,Diesel,1300000
Tata Indica V2 GLX BSIII,2008,50000,Petrol,65000
Tata Tiago 1.2 Revotron XZ,2018,45000,Petrol,480000
Tata Tiago 1.05 Revotorq XZ,2016,35000,Diesel,400000
Tata New Safari DICOR 2.2 GX 4x2,2009,80000,Diesel,500000
Mahindra Xylo E4 ABS BS IV,2012,120000,Diesel,320000
Mahindra XUV500 W8 2WD,2014,90000,Diesel,750000
Mahindra Bolero Power Plus SLE,2017,100000,Diesel,620000
Maruti Swift Dzire ZDi,2011,120000,Diesel,300000
Hyundai Creta 1.6 SX Option Executive,2018,15000,Petrol,1405000
Maruti Alto 800 LX,2017,15000,Petrol,282000
Maruti Swift Dzire AMT VXI,2017,15000,Petrol,700000
Ford Figo Aspire 1.5 TDCi Titanium,2017,70000,Diesel,700000
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,135000,Diesel,600000
Skoda Rapid 1.6 TDI Ambition,2012,80000,Diesel,290000
Chevrolet Cruze LTZ AT,2011,80000,Diesel,430000
Hyundai i20 1.2 Magna Executive,2017,19000,Petrol,575000
Hyundai Creta 1.6 VTVT E Plus,2017,42000,Petrol,875000
Maruti Wagon R LXI BSIII,2010,77000,Petrol,180000
Maruti Ritz VDi,2012,120000,Diesel,229999
Toyota Glanza G CVT,2019,10000,Petrol,800000
Chevrolet Spark 1.0 LT Option Pack w/ Airbag,2009,110000,Petrol,60000
Maruti SX4 Vxi BSIII,2009,110000,Petrol,150000
Tata Indigo Grand Dicor,2007,90000,Diesel,100000
Hyundai Creta 1.6 Gamma SX Plus,2015,90000,Petrol,900000
Hyundai i20 1.4 Asta Option,2018,50000,Diesel,850000
Chevrolet Beat Diesel LT,2014,50000,Diesel,220000
Maruti Alto 800 LXI,2014,40000,Petrol,250000
Tata Indica Vista Quadrajet LS,2012,120000,Diesel,125000
Hyundai Creta 1.6 SX,2018,27000,Petrol,1200000
Tata Indigo CR4,2013,100000,Diesel,250000
Hyundai i20 Sportz 1.4 CRDi,2014,70000,Diesel,440000
Tata Tiago 1.2 Revotron XT,2017,40000,Petrol,400000
Maruti 800 Std,2002,62000,Petrol,50000
Hyundai Verna VTVT 1.6 SX Option,2018,10000,Petrol,1000000
Honda City i DTEC VX,2014,160000,Diesel,600000
Hyundai i20 1.2 Asta,2010,60000,Petrol,250000
Mahindra Bolero SLE,2009,110000,Diesel,310000
Maruti Wagon R VXI,2005,60000,Petrol,120000
Mahindra Xylo E4 BS III,2014,78000,Diesel,390000
Hyundai Santro Sportz BSIV,2019,30000,Petrol,458000
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,20000,Diesel,950000
Maruti Swift Dzire VXI 1.2 BS IV,2017,21000,Petrol,650000
Maruti Swift Star VDI,2013,70000,Diesel,400000
Hyundai Grand i10 AT Asta,2015,70000,Petrol,400000
Maruti Alto LX,2006,42500,Petrol,100000
Hyundai i10 Asta,2012,25000,Petrol,350000
Tata Aria Prestige 4x2,2013,80000,Diesel,450000
Mahindra Scorpio 2.6 DX,2006,90000,Diesel,350000
Volkswagen Polo Diesel Trendline 1.2L,2010,80000,Diesel,250000
Mahindra Bolero 2011-2019 ZLX,2013,146000,Diesel,450000
Maruti 800 AC BSIII,2013,47200,Petrol,157000
Mahindra XUV500 W11 Option BSIV,2018,60000,Diesel,1500000
Mahindra XUV500 W11 Option BSIV,2018,60000,Diesel,1500000
Tata Indica GLS BS IV,2007,100000,Petrol,75000
Chevrolet Tavera B1-10 seats BSII,2010,100000,Diesel,280000
Hyundai i20 Magna 1.2,2015,35000,Petrol,600000
Tata Sumo CX,2012,120000,Diesel,250999
Toyota Corolla Altis 1.8 Sport,2010,80000,Petrol,350000
Renault KWID 1.0 RXT Optional,2016,34000,Petrol,300000
Renault Duster 85PS Diesel RxS,2017,50000,Diesel,819999
Tata Indigo TDI,2010,100000,Diesel,409999
Hyundai Verna 1.6 Xi ABS,2008,52000,Petrol,275000
Maruti Ertiga VDI,2013,110000,Diesel,497000
Hyundai i20 Asta 1.2,2015,70000,Petrol,500000
Mahindra Bolero 2011-2019 Camper,2006,120000,Diesel,170000
Ford Ecosport 1.5 DV5 MT Trend,2016,68609,Diesel,515000
Ford EcoSport 1.5 TDCi Titanium BE BSIV,2018,33360,Diesel,925000
Mahindra Marazzo M8,2019,5000,Diesel,1460000
Isuzu MUX 2WD,2019,10000,Diesel,2700000
Tata Nexon 1.5 Revotorq XZ Plus,2017,35000,Diesel,830000
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,30000,Diesel,975000
Ford Aspire Trend Plus,2018,15000,Petrol,620000
Nissan Kicks XL BSIV,2019,14317,Petrol,860000
Datsun GO T Option BSIV,2018,5000,Petrol,430000
Honda City i-VTEC CVT ZX,2019,5000,Petrol,1227000
Honda City i VTEC V,2017,28000,Petrol,860000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,40000,Diesel,950000
Ford Figo Diesel Titanium,2012,87237,Diesel,225000
Chevrolet Captiva LT,2011,99500,Diesel,500000
Ford Figo 1.5D Trend MT,2017,62960,Diesel,500000
MG Hector Smart DCT,2019,16500,Petrol,1700000
Maruti Ertiga VDI,2014,110000,Diesel,545000
Maruti Swift VDI,2011,72000,Diesel,400000
Maruti Swift Dzire LDI,2018,50000,Diesel,650000
Hyundai Verna 1.6 Xi ABS,2008,55000,Petrol,114999
Maruti Baleno Sigma 1.3,2015,60000,Diesel,562000
Tata Sumo SE,2002,120000,Diesel,96000
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,9000,Diesel,2711000
Lexus ES 300h,2019,20000,Petrol,5150000
Jaguar XF 2.0 Diesel Portfolio,2017,45000,Diesel,3200000
Tata Safari Storme EX,2015,110000,Diesel,503000
Volvo XC40 D4 Inscription BSIV,2019,20000,Diesel,3800000
Toyota Camry 2.5 Hybrid,2016,68089,Petrol,2000000
Maruti Wagon R LXI,2013,58343,Petrol,225000
Maruti Baleno Alpha 1.3,2018,38817,Diesel,740000
Honda Jazz VX,2016,56494,Petrol,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,79328,Diesel,750000
Maruti Swift AMT VVT VXI,2019,5621,Petrol,650000
Toyota Etios VX,2017,25538,Petrol,625000
Maruti Swift AMT ZXI,2018,69779,Petrol,600000
Hyundai Grand i10 1.2 CRDi Sportz,2017,56290,Diesel,450000
BMW X4 M Sport X xDrive20d,2019,7500,Diesel,5400000
BMW X4 M Sport X xDrive20d,2019,8500,Diesel,5500000
Honda Amaze V CVT Petrol BSIV,2019,7032,Petrol,779000
Skoda Rapid 1.6 MPI AT Elegance,2016,11000,Petrol,645000
Volvo V40 D3 R-Design,2018,2000,Diesel,2475000
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,9000,Diesel,2711000
Lexus ES 300h,2019,20000,Petrol,5150000
Jaguar XF 2.0 Diesel Portfolio,2017,45000,Diesel,3200000
Tata Safari Storme EX,2015,110000,Diesel,503000
Volvo XC40 D4 Inscription BSIV,2019,20000,Diesel,3800000
Toyota Camry 2.5 Hybrid,2016,68089,Petrol,2000000
Maruti Wagon R LXI,2013,58343,Petrol,225000
Maruti Baleno Alpha 1.3,2018,38817,Diesel,740000
Honda Jazz VX,2016,56494,Petrol,550000
