name,company,year,kms_driven,fuel_type,Price
Maruti alto k10,Maruti,2018,11500,Petrol,375000
Hyundai creta 1.4,Hyundai,2019,15000,Diesel,950000
Maruti swift dzire,Maruti,2015,32000,Diesel,615000
Maruti swift lxi,Maruti,2011,50000,Petrol,275000
Maruti eeco 5,Maruti,2017,10000,Petrol,400000
Maruti s-cross 2017-2020,Maruti,2019,15000,Diesel,930000
Maruti swift dzire,Maruti,2012,100000,Petrol,310000
Toyota etios gd,Toyota,2012,120000,Diesel,320000
Maruti swift dzire,Maruti,2013,70000,Diesel,356000
Honda city v,Honda,2013,32000,Petrol,500000
Tata tiago 1.2,Tata,2018,35000,Petrol,409999
Maruti vitara brezza,Maruti,2019,50000,Diesel,980000
Mahindra bolero di,Mahindra,2005,100000,Diesel,150000
Honda jazz vx,Honda,2019,3100,Petrol,750000
Skoda superb elegance,Skoda,2013,60000,Petrol,500000
Maruti swift vdi,Maruti,2013,170000,Diesel,355000
Tata indica vista,Tata,2011,50000,Diesel,200000
Toyota innova 2.5,Toyota,2008,120000,Diesel,370000
Hyundai xcent 1.2,Hyundai,2015,20000,Petrol,450000
Hyundai grand i10,Hyundai,2015,10000,Petrol,486000
Maruti sx4 celebration,Maruti,2011,120000,Diesel,242000
Hyundai grand i10,Hyundai,2018,25000,Petrol,580000
Ford ecosport 1.5,Ford,2014,130000,Diesel,500000
Toyota premio base,Toyota,2004,120000,Petrol,170000
Mahindra quanto c6,Mahindra,2013,40000,Diesel,300000
Mahindra thar di,Mahindra,2016,60000,Diesel,710000
Skoda fabia 1.2,Skoda,2012,70000,Diesel,220000
Maruti swift amt,Maruti,2020,1000,Petrol,654000
Skoda rapid 1.6,Skoda,2019,10000,Petrol,835000
Ford fiesta 1.6,Ford,2010,47000,Petrol,250000
Maruti swift vxi,Maruti,2019,18000,Petrol,600000
Renault kwid 1.0,Renault,2018,20000,Petrol,275000
Ford figo 1.2p,Ford,2017,60000,Petrol,408000
Hyundai xcent 1.2,Hyundai,2014,52000,Petrol,375000
Maruti alto lxi,Maruti,2006,44000,Petrol,94500
Volkswagen polo petrol,Volkswagen,2011,17000,Petrol,300000
Honda city 1.5,Honda,2009,35000,Petrol,350000
Toyota fortuner 3.0,Toyota,2011,120000,Diesel,975000
Hyundai i20 asta,Hyundai,2015,100000,Petrol,600000
Mahindra bolero power,Mahindra,2017,90000,Diesel,640000
Hyundai creta 1.6,Hyundai,2017,186000,Diesel,1110000
Maruti ertiga vdi,Maruti,2014,79000,Diesel,570000
Toyota innova 2.5,Toyota,2010,120000,Diesel,451999
Renault kwid rxt,Renault,2016,59300,Petrol,240000
Mahindra scorpio s2,Mahindra,2014,120000,Diesel,680000
Tata zest quadrajet,Tata,2015,60000,Diesel,350000
Volkswagen vento petrol,Volkswagen,2012,60000,Petrol,360000
Ford figo petrol,Ford,2010,80000,Petrol,250000
Maruti swift vxi,Maruti,2019,11500,Petrol,550000
Hyundai eon magna,Hyundai,2012,56000,Petrol,180000
Honda jazz 1.5,Honda,2016,68000,Diesel,425000
Tata tiago 1.2,Tata,2019,25000,Petrol,409999
Tata tiago 1.2,Tata,2018,25000,Petrol,438999
Nissan micra active,Nissan,2014,100000,Petrol,225000
Mahindra bolero power,Mahindra,2017,95000,Diesel,580000
Maruti swift dzire,Maruti,2008,100000,Petrol,200000
Hyundai santro xing,Hyundai,2006,90000,Petrol,75000
Fiat grande punto,Fiat,2013,47000,Diesel,250000
Maruti ritz ldi,Maruti,2011,175000,Diesel,170000
Maruti swift dzire,Maruti,2010,60000,Petrol,300000
Maruti swift dzire,Maruti,2014,150000,Diesel,409999
Hyundai i20 1.4,Hyundai,2012,110000,Diesel,350000
Renault kwid rxl,Renault,2019,25000,Petrol,310000
Maruti alto lxi,Maruti,2010,95000,Petrol,135000
Maruti ritz vdi,Maruti,2010,100000,Diesel,220000
Hyundai grand i10,Hyundai,2017,20000,Petrol,570000
Maruti swift dzire,Maruti,2014,84000,Diesel,500000
Hyundai i20 2015-2017,Hyundai,2016,40000,Diesel,875000
Tata indica vista,Tata,2011,100000,Diesel,210000
Tata indica vista,Tata,2011,120000,Diesel,210000
Hyundai santro xing,Hyundai,2010,80000,LPG,200000
Maruti alto lx,Maruti,2011,175000,Petrol,175000
Hyundai i20 1.2,Hyundai,2017,30000,Petrol,700000
Hyundai grand i10,Hyundai,2019,28000,Petrol,550000
Hyundai santro era,Hyundai,2019,20000,Petrol,420000
Hyundai i20 asta,Hyundai,2009,89322,Petrol,210000
Chevrolet beat diesel,Chevrolet,2013,76000,Diesel,175000
Maruti alto lxi,Maruti,2012,70000,Petrol,180000
Maruti alto lx,Maruti,2007,110000,Petrol,118000
Hyundai verna crdi,Hyundai,2007,120000,Diesel,170000
Maruti zen estilo,Maruti,2009,110000,Petrol,120000
Maruti alto lxi,Maruti,2009,90000,Petrol,170000
Maruti swift zdi,Maruti,2018,60000,Diesel,700000
Mahindra bolero 2011-2019,Mahindra,2014,48300,Diesel,500000
Maruti wagon r,Maruti,2007,63000,Petrol,80000
Honda city 2017-2020,Honda,2008,110000,Petrol,105000
Maruti swift dzire,Maruti,2016,120000,Diesel,425000
Hyundai i20 2015-2017,Hyundai,2017,23511,Petrol,625000
Hyundai i20 1.2,Hyundai,2017,22512,Petrol,640000
Hyundai i10 magna,Hyundai,2010,120000,Petrol,180000
Maruti ritz vdi,Maruti,2009,120000,Diesel,155000
Maruti wagon r,Maruti,2007,100000,Petrol,85000
Hyundai i10 magna,Hyundai,2011,70000,Petrol,250000
Hyundai verna 1.6,Hyundai,2017,15000,Petrol,1000000
Datsun go a,Datsun,2016,16500,Petrol,350000
Maruti swift dzire,Maruti,2018,50000,Diesel,740000
Datsun redigo 1.0,Datsun,2018,19000,Petrol,300000
Volkswagen ameo 1.5,Volkswagen,2017,50000,Diesel,550000
Mahindra bolero 2011-2019,Mahindra,2017,70000,Diesel,710000
Hyundai i10 sportz,Hyundai,2015,60000,LPG,375000
Tata safari dicor,Tata,2015,60000,Diesel,600000
Maruti swift vdi,Maruti,2013,76000,Diesel,380000
Maruti 800 dx,Maruti,1998,80000,Petrol,45000
Mahindra bolero power,Mahindra,2015,128000,Diesel,475000
Renault triber rxz,Renault,2019,5000,Petrol,650000
Maruti wagon r,Maruti,2011,70000,LPG,200000
Maruti swift vdi,Maruti,2013,85000,Diesel,350000
Maruti vitara brezza,Maruti,2018,25000,Diesel,911999
Maruti swift dzire,Maruti,2018,15000,Petrol,650000
Maruti swift dzire,Maruti,2012,30000,Petrol,350000
Maruti omni e,Maruti,2016,80000,Petrol,190000
Mahindra bolero 2011-2019,Mahindra,2013,160000,Diesel,305000
Hyundai creta 1.6,Hyundai,2015,108000,Diesel,850000
Volkswagen jetta 2.0,Volkswagen,2011,120000,Diesel,350000
Hyundai santro xing,Hyundai,2010,55000,Petrol,180000
Tata new safari,Tata,2008,110000,Diesel,200000
Toyota etios gd,Toyota,2011,80000,Diesel,375000
Honda brio e,Honda,2012,110000,Petrol,229999
Maruti wagon r,Maruti,2006,62900,Petrol,135000
Volkswagen jetta 2.0l,Volkswagen,2011,120000,Diesel,425000
Ford endeavour 4x2,Ford,2009,70000,Diesel,480000
Maruti swift dzire,Maruti,2017,60000,Diesel,455000
Maruti wagon r,Maruti,2015,60000,Petrol,320000
Hyundai elite i20,Hyundai,2019,4000,Petrol,693000
Maruti vitara brezza,Maruti,2017,35000,Diesel,830000
Hyundai grand i10,Hyundai,2016,13500,Petrol,470000
Honda city i,Honda,2017,26000,Petrol,1100000
Tata zest quadrajet,Tata,2016,50000,Diesel,325000
Hyundai eon magna,Hyundai,2014,50000,Petrol,215000
Maruti swift vxi,Maruti,2018,25000,Petrol,560000
Maruti celerio vxi,Maruti,2017,30000,Petrol,400000
Hyundai santro gls,Hyundai,1999,140000,Petrol,60000
Ford ecosport 1.5,Ford,2017,45000,Diesel,725000
Honda brio 1.2,Honda,2014,52442,Petrol,325000
Hyundai i10 magna,Hyundai,2013,39000,Petrol,229999
Mercedes-benz new c-class,Mercedes-benz,2007,42000,Petrol,400000
Volkswagen polo 1.2,Volkswagen,2015,34156,Petrol,449000
Hyundai grand i10,Hyundai,2017,34152,Petrol,455000
Hyundai creta 1.6,Hyundai,2019,31000,Petrol,1150000
Hyundai i20 1.2,Hyundai,2018,62841,Petrol,650000
Hyundai creta 1.6,Hyundai,2016,38600,Diesel,950000
Maruti swift dzire,Maruti,2018,27654,Diesel,698000
Hyundai creta 1.6,Hyundai,2017,48698,Diesel,975000
Maruti wagon r,Maruti,2018,32995,Petrol,445000
Tata zest quadrajet,Tata,2018,60000,Diesel,539000
Maruti swift vdi,Maruti,2010,110000,Diesel,350000
Renault duster 85ps,Renault,2015,130000,Diesel,550000
Volkswagen polo diesel,Volkswagen,2011,120000,Diesel,330000
Hyundai eon era,Hyundai,2014,80000,Petrol,220000
Maruti ritz zxi,Maruti,2013,60000,Petrol,415000
Maruti alto lx,Maruti,2007,75000,Petrol,150000
Hyundai getz gls,Hyundai,2005,89000,Petrol,150000
Hyundai verna crdi,Hyundai,2007,110000,Diesel,240000
Maruti alto lx,Maruti,2009,90000,Petrol,170000
Maruti ciaz zdi,Maruti,2015,40000,Diesel,550000
Nissan micra fashion,Nissan,2017,26000,Petrol,500000
Mahindra xylo d2,Mahindra,2011,120000,Diesel,180000
Mahindra kuv 100,Mahindra,2017,29000,Petrol,360000
Maruti swift dzire,Maruti,2014,120000,Petrol,400000
Hyundai accent gle,Hyundai,2009,70000,Petrol,120000
Maruti vitara brezza,Maruti,2016,100000,Diesel,765000
Maruti vitara brezza,Maruti,2016,90150,Diesel,919999
Toyota platinum etios,Toyota,2018,90000,Diesel,730000
Tata zest quadrajet,Tata,2016,120000,Diesel,320000
Honda amaze s,Honda,2015,90000,Diesel,455000
Datsun go t,Datsun,2015,50000,Petrol,350000
Mahindra tuv 300,Mahindra,2016,110000,Diesel,509999
Tata indigo ls,Tata,2011,85700,Diesel,175000
Mahindra bolero 2011-2019,Mahindra,2013,178000,Diesel,325000
Tata indigo cs,Tata,2011,70000,Petrol,120000
Hyundai i10 sportz,Hyundai,2014,30000,Petrol,300000
Honda city i,Honda,2015,100000,Diesel,500000
Maruti baleno delta,Maruti,2016,25339,Petrol,562000
Hyundai eon magna,Hyundai,2014,10000,Petrol,250000
Tata zest quadrajet,Tata,2017,35000,Diesel,484999
Hyundai i10 sportz,Hyundai,2013,35000,Petrol,280000
Maruti ertiga vdi,Maruti,2015,68000,Diesel,571000
Maruti swift vxi,Maruti,2013,40000,Petrol,400000
Tata indigo cs,Tata,2015,120000,Diesel,295000
Mahindra bolero lx,Mahindra,2006,120000,Diesel,210000
Ford figo petrol,Ford,2011,25000,Petrol,250000
Mahindra bolero 2011-2019,Mahindra,2015,40000,Diesel,610000
Tata indica vista,Tata,2012,60000,Diesel,175000
Ford figo diesel,Ford,2011,70000,Diesel,204999
Mahindra xuv500 w8,Mahindra,2013,80000,Diesel,750000
Tata sumo ex,Tata,2016,63000,Diesel,445000
Mahindra bolero b4,Mahindra,2015,62000,Diesel,445000
Tata new safari,Tata,2012,68240,Diesel,450000
Mahindra scorpio 1.99,Mahindra,2008,78000,Diesel,450000
Maruti swift vdi,Maruti,2017,38000,Diesel,525000
Maruti wagon r,Maruti,2010,35000,Petrol,200000
Maruti swift dzire,Maruti,2018,9000,Petrol,611000
Hyundai creta 1.6,Hyundai,2016,39000,Diesel,819999
Hyundai creta 1.4,Hyundai,2016,39000,Diesel,825000
Ford ecosport 1.5,Ford,2015,92651,Diesel,599000
Maruti swift lxi,Maruti,2018,28000,Petrol,490000
Tata zest revotron,Tata,2020,40000,Petrol,500000
Mahindra xuv500 w10,Mahindra,2017,88754,Diesel,1100000
Ford aspire titanium,Ford,2019,7000,Petrol,675000
Hyundai grand i10,Hyundai,2018,20000,Petrol,570000
Hyundai grand i10,Hyundai,2017,50000,Diesel,455000
Hyundai eon era,Hyundai,2013,45000,Petrol,165000
Honda city i,Honda,2016,22000,Petrol,925000
Tata indigo cs,Tata,2014,100000,Diesel,215000
Maruti swift vxi,Maruti,2016,23700,Petrol,470000
Maruti ciaz zdi,Maruti,2017,60000,Diesel,650000
Renault captur 1.5,Renault,2017,50000,Diesel,900000
Ford fiesta 1.6,Ford,2011,53287,Petrol,325000
Ford fiesta classic,Ford,2009,100000,Diesel,190000
Hyundai i20 active,Hyundai,2017,60000,Diesel,715000
Tata indigo cs,Tata,2013,60000,Diesel,227999
Chevrolet beat diesel,Chevrolet,2015,40000,Diesel,200000
Maruti wagon r,Maruti,2017,110000,CNG,400000
Maruti ertiga shvs,Maruti,2016,110000,Diesel,725000
Ford figo diesel,Ford,2014,80000,Diesel,300000
Toyota innova 2.5,Toyota,2016,69500,Diesel,1151000
Datsun go t,Datsun,2014,33000,Petrol,225000
Hyundai i10 magna,Hyundai,2016,80000,Petrol,380000
Hyundai elite i20,Hyundai,2019,5000,Petrol,630000
Hyundai i10 magna,Hyundai,2014,25000,Petrol,351000
Skoda fabia 1.2,Skoda,2012,50000,Diesel,199000
Tata hexa xe,Tata,2017,50000,Diesel,850000
Tata indica vista,Tata,2010,120000,Diesel,105000
Tata manza aura,Tata,2010,120000,Diesel,300000
Toyota innova 2.5,Toyota,2016,80000,Diesel,950000
Mahindra tuv 300,Mahindra,2015,110000,Diesel,430000
Hyundai grand i10,Hyundai,2018,30000,Diesel,540000
Hyundai santro xing,Hyundai,2012,60000,LPG,175000
Hyundai creta 1.6,Hyundai,2018,44000,Diesel,1150000
Maruti alto 800,Maruti,2020,5000,Petrol,350000
Hyundai elite i20,Hyundai,2019,18000,Petrol,690000
Hyundai i20 asta,Hyundai,2015,80000,Diesel,535000
Maruti vitara brezza,Maruti,2016,100000,Diesel,730000
Hyundai eon era,Hyundai,2016,19000,Petrol,280000
Maruti swift amt,Maruti,2019,33000,Petrol,650000
Toyota innova 2.5,Toyota,2012,162000,Diesel,520000
Hyundai xcent 1.2,Hyundai,2020,65000,Petrol,360000
Maruti swift dzire,Maruti,2011,170000,Diesel,250000
Volkswagen ameo 1.5,Volkswagen,2017,40000,Diesel,575000
Tata indigo cs,Tata,2012,120000,Diesel,170000
Maruti vitara brezza,Maruti,2017,53000,Diesel,711000
Maruti swift dzire,Maruti,2017,35000,Diesel,675000
Maruti wagon r,Maruti,2016,50000,Petrol,325000
Maruti alto 800,Maruti,2016,20000,Petrol,250000
Maruti swift amt,Maruti,2019,38000,Diesel,740000
Maruti ciaz 1.3,Maruti,2017,28050,Diesel,800000
Renault duster 85ps,Renault,2014,69000,Diesel,425000
Hyundai creta 1.6,Hyundai,2015,40000,Diesel,910000
Mahindra bolero 2011-2019,Mahindra,2011,142000,Diesel,325000
Maruti swift vxi,Maruti,2016,22947,Petrol,500000
Hyundai i10 sportz,Hyundai,2013,30000,Petrol,300000
Hyundai eon d,Hyundai,2016,7672,Petrol,270000
Maruti alto lxi,Maruti,2010,36659,Petrol,160000
Maruti omni e,Maruti,2016,60000,Petrol,210000
Mahindra xuv500 w4,Mahindra,2014,120000,Diesel,850000
Mahindra xuv500 w4,Mahindra,2014,120000,Diesel,880000
Maruti zen estilo,Maruti,2010,39000,Petrol,150000
Mahindra tuv 300,Mahindra,2015,45000,Diesel,775000
Maruti alto lxi,Maruti,2009,70000,Petrol,160000
Ford figo diesel,Ford,2012,100000,Diesel,220000
Hyundai i20 1.4,Hyundai,2017,48000,Diesel,670000
Hyundai i20 1.4,Hyundai,2018,35000,Diesel,780000
Maruti baleno sigma,Maruti,2017,23000,Petrol,515000
Hyundai i20 2015-2017,Hyundai,2017,14000,Diesel,800000
Mahindra xuv500 w8,Mahindra,2014,60000,Diesel,850000
Hyundai eon era,Hyundai,2013,60000,Petrol,200000
Skoda fabia 1.4,Skoda,2008,150000,Diesel,140000
Hyundai verna 1.6,Hyundai,2016,80000,Petrol,800000
Maruti alto k10,Maruti,2013,35000,Petrol,250000
Maruti s-cross 2017-2020,Maruti,2017,44500,Diesel,800000
Maruti ciaz zdi,Maruti,2015,60000,Diesel,600000
Renault fluence diesel,Renault,2012,120000,Diesel,250000
Honda amaze s,Honda,2016,80000,Diesel,500000
Maruti gypsy king,Maruti,2019,9900,Petrol,750000
Maruti swift zdi,Maruti,2014,68000,Diesel,650000
Toyota etios liva,Toyota,2012,40000,Petrol,350000
Honda brv i-dtec,Honda,2016,60000,Diesel,950000
Chevrolet tavera neo,Chevrolet,2015,110000,Diesel,580000
Hyundai grand i10,Hyundai,2019,10000,Petrol,640000
Mahindra scorpio vlx,Mahindra,2014,80000,Diesel,800000
Maruti a-star vxi,Maruti,2011,30000,Petrol,347000
Mahindra xuv500 w8,Mahindra,2014,120000,Diesel,1000000
Hyundai eon sportz,Hyundai,2016,35000,Petrol,300000
Tata tigor 1.2,Tata,2017,40000,Petrol,493000
Hyundai grand i10,Hyundai,2014,60000,Petrol,370000
Maruti swift dzire,Maruti,2008,90000,Diesel,250000
Datsun redigo 1.0,Datsun,2017,20000,Petrol,300000
Renault kwid climber,Renault,2017,40000,Petrol,450000
Ford figo diesel,Ford,2010,124316,Diesel,185000
Toyota innova 2.5,Toyota,2015,50000,Diesel,1000000
Hyundai i20 magna,Hyundai,2016,10000,Petrol,600000
Mahindra xuv500 w7,Mahindra,2018,50000,Diesel,1100000
Hyundai grand i10,Hyundai,2015,30000,Petrol,360000
Maruti swift dzire,Maruti,2012,69000,Petrol,285000
Mahindra kuv 100,Mahindra,2016,49600,Diesel,350000
Hyundai i10 era,Hyundai,2008,30000,Petrol,130000
Hyundai i20 asta,Hyundai,2010,80000,Petrol,350000
Maruti baleno delta,Maruti,2019,19000,Petrol,685000
Maruti eeco cng,Maruti,2020,5000,CNG,399000
Hyundai grand i10,Hyundai,2017,10000,Petrol,525000
Maruti ertiga bsiv,Maruti,2017,40000,Petrol,765000
Maruti swift vdi,Maruti,2012,97000,Diesel,450000
Tata estate std,Tata,1999,80000,Diesel,78000
Nissan micra active,Nissan,2014,30000,Petrol,390000
Maruti ertiga shvs,Maruti,2017,120000,Diesel,940000
Renault duster 110ps,Renault,2013,120000,Diesel,650000
Ford figo diesel,Ford,2012,103994,Diesel,320000
Toyota corolla ae,Toyota,2003,70000,Petrol,145000
Ford figo aspire,Ford,2017,70000,Diesel,670000
Maruti sx4 zdi,Maruti,2011,115000,Diesel,350000
Tata indica vista,Tata,2012,178000,Diesel,285000
Maruti zen estilo,Maruti,2011,40000,Petrol,300000
Ford figo diesel,Ford,2011,80000,Diesel,300000
Audi q7 3.0,Audi,2009,98000,Diesel,810000
Tata indica v2,Tata,2009,118000,Diesel,90000
Maruti alto lx,Maruti,2004,100000,Petrol,100000
Tata indica v2,Tata,2009,120000,Diesel,90000
Mahindra scorpio gateway,Mahindra,2013,120000,Diesel,459999
Maruti wagon r,Maruti,2011,65000,Petrol,250000
Hyundai i10 asta,Hyundai,2012,41000,Petrol,300000
Maruti swift zxi,Maruti,2005,120000,Petrol,130000
Maruti alto k10,Maruti,2011,70000,Petrol,199000
Renault duster 85ps,Renault,2012,90000,Diesel,545000
Maruti ertiga zdi,Maruti,2014,80000,Diesel,570000
Honda city 2017-2020,Honda,2006,120000,Petrol,150000
Maruti alto std,Maruti,2009,100000,Petrol,114999
Tata tigor 1.2,Tata,2018,35000,Petrol,450000
Renault triber rxt,Renault,2019,5000,Petrol,600000
Maruti vitara brezza,Maruti,2016,110000,Diesel,610000
Hyundai i20 1.2,Hyundai,2017,20000,Petrol,690000
Tata nexon 1.2,Tata,2018,15000,Petrol,790000
Maruti alto k10,Maruti,2014,40000,Petrol,254999
Honda jazz 1.2,Honda,2016,41000,Petrol,500000
Mahindra bolero slx,Mahindra,2011,100000,Diesel,340000
Mahindra bolero slx,Mahindra,2007,110000,Diesel,245000
Ford fiesta classic,Ford,2012,120000,Diesel,340000
Maruti wagon r,Maruti,2008,35008,Petrol,221000
Datsun redigo t,Datsun,2017,31100,Petrol,270000
Hyundai xcent 1.1,Hyundai,2014,42312,Diesel,455000
Toyota etios g,Toyota,2011,72000,Petrol,300000
Toyota etios liva,Toyota,2014,54891,Diesel,480000
Hyundai verna crdi,Hyundai,2018,30000,Diesel,1000000
Renault koleos 2.0,Renault,2013,75010,Diesel,1000000
Renault pulse rxz,Renault,2012,100000,Diesel,245000
Hyundai grand i10,Hyundai,2019,4337,Petrol,625000
Volkswagen polo 2015-2019,Volkswagen,2018,14495,Petrol,560000
Toyota corolla altis,Toyota,2010,83585,Diesel,425000
Volkswagen polo gt,Volkswagen,2014,31000,Petrol,550000
Renault duster 85ps,Renault,2017,48406,Diesel,750000
Hyundai i20 era,Hyundai,2016,56239,Diesel,570000
Maruti baleno delta,Maruti,2015,33243,Petrol,585000
Honda jazz 1.2,Honda,2016,26000,Petrol,600000
Toyota etios gd,Toyota,2012,90000,Diesel,415000
Hyundai i20 active,Hyundai,2016,120000,Petrol,530000
Ford ikon 1.3,Ford,2005,15858,Petrol,150000
Maruti alto 800,Maruti,2017,15000,Petrol,310000
Chevrolet tavera neo,Chevrolet,2014,50000,Diesel,500000
Chevrolet beat diesel,Chevrolet,2013,60000,Diesel,200000
Renault lodgy 85ps,Renault,2018,35000,Diesel,900000
Ambassador classic 1500,Ambassador,2000,90000,Diesel,75000
Maruti swift lxi,Maruti,2015,50000,Petrol,400000
Honda mobilio rs,Honda,2015,110000,Diesel,650000
Maruti swift vdi,Maruti,2015,87847,Diesel,480000
Maruti alto lxi,Maruti,2009,35000,Petrol,140000
Maruti swift vxi,Maruti,2018,5000,Petrol,550000
Maruti wagon r,Maruti,2017,29000,Petrol,380000
Tata indigo cs,Tata,2016,20000,Diesel,440000
Maruti swift dzire,Maruti,2018,15000,Petrol,630000
Renault kwid rxl,Renault,2017,40000,Petrol,250000
Maruti alto lx,Maruti,2009,17000,Petrol,120000
Tata manza aura,Tata,2012,120000,Diesel,287000
Maruti baleno delta,Maruti,2016,45000,Petrol,550000
Mahindra scorpio 1.99,Mahindra,2016,60000,Diesel,950000
Ford fiesta 1.5,Ford,2015,80000,Diesel,501000
Mahindra bolero 2011-2019,Mahindra,2014,70000,Diesel,550000
Maruti alto 800,Maruti,2016,25000,Petrol,300000
Maruti wagon r,Maruti,2015,50000,Petrol,300000
Toyota etios liva,Toyota,2012,100000,Diesel,280000
Chevrolet sail 1.2,Chevrolet,2016,15000,Petrol,550000
Mahindra xuv500 w8,Mahindra,2012,100000,Diesel,700000
Tata indigo cs,Tata,2011,70000,Petrol,181000
Mahindra scorpio vls,Mahindra,2009,110000,Diesel,365000
Hyundai santro xing,Hyundai,2006,9558,Petrol,150000
Maruti alto k10,Maruti,2017,10000,Petrol,400000
Hyundai i10 sportz,Hyundai,2010,110000,Petrol,210000
Hyundai verna 1.6,Hyundai,2013,87000,Diesel,500000
Tata zest revotron,Tata,2017,120000,Petrol,550000
Maruti ertiga zdi,Maruti,2013,148000,Diesel,509999
Hyundai i20 asta,Hyundai,2013,60000,Diesel,459999
Maruti alto 800,Maruti,2015,18000,Petrol,310000
Tata zest quadrajet,Tata,2018,80000,Diesel,775000
Maruti alto lxi,Maruti,2004,96000,Petrol,105000
Honda amaze s,Honda,2015,97000,Diesel,430000
Volkswagen vento diesel,Volkswagen,2012,60000,Diesel,400000
Maruti swift dzire,Maruti,2014,90000,Diesel,600000
Honda wr-v i-vtec,Honda,2019,35000,Petrol,580000
Mahindra verito 1.5,Mahindra,2012,120000,Diesel,140000
Tata indigo tdi,Tata,2008,100000,Diesel,210000
Hyundai grand i10,Hyundai,2017,20000,Petrol,550000
Chevrolet sail hatchback,Chevrolet,2013,110000,Petrol,120000
Toyota innova 2.5,Toyota,2013,35000,Diesel,400000
Honda wr-v i-dtec,Honda,2018,15000,Diesel,1035000
Maruti ciaz vdi,Maruti,2015,90000,Diesel,625000
Hyundai i10 magna,Hyundai,2008,40000,Petrol,200000
Tata manza club,Tata,2013,140000,Diesel,316000
Maruti vitara brezza,Maruti,2017,110000,Diesel,813000
Toyota innova 2.5,Toyota,2013,73000,Diesel,900000
Maruti ertiga vdi,Maruti,2015,100000,Diesel,650000
Ford figo aspire,Ford,2015,32000,Diesel,459999
Nissan sunny diesel,Nissan,2012,112072,Diesel,290000
Ford figo diesel,Ford,2014,30000,Diesel,400000
Maruti swift vdi,Maruti,2016,70000,Diesel,565000
Chevrolet spark 1.0,Chevrolet,2009,80000,Petrol,150000
Bmw 3 series,Bmw,2007,110000,Diesel,480000
Maruti zen estilo,Maruti,2007,80000,Petrol,70000
Mercedes-benz e-class e,Mercedes-benz,2011,80000,Petrol,1190000
Hyundai santro gls,Hyundai,2006,100000,Petrol,140000
Ford ecosport 1.5,Ford,2018,19000,Diesel,900000
Hyundai i20 sportz,Hyundai,2015,40000,Diesel,600000
Mahindra scorpio s10,Mahindra,2015,52269,Diesel,1100000
Maruti omni lpg,Maruti,2010,170000,LPG,120000
Maruti omni e,Maruti,2009,140000,Petrol,120000
Maruti omni e,Maruti,2010,170000,Petrol,120000
Hyundai i20 magna,Hyundai,2009,60000,Petrol,229999
Honda amaze i-vtec,Honda,2017,15780,Petrol,570000
Hyundai verna 1.6,Hyundai,2014,106000,Diesel,575000
Volkswagen vento diesel,Volkswagen,2012,80000,Diesel,280000
Hyundai i20 active,Hyundai,2015,74000,Diesel,580000
Maruti ertiga vdi,Maruti,2018,35000,Diesel,875000
Hyundai verna 1.6,Hyundai,2013,70000,Diesel,500000
Maruti ciaz zdi,Maruti,2015,60000,Diesel,700000
Ford figo 1.2p,Ford,2016,50000,Petrol,388000
Hyundai i10 sportz,Hyundai,2011,80000,Petrol,225000
Tata indigo cs,Tata,2011,90000,Petrol,90000
Renault duster 110ps,Renault,2014,114000,Diesel,600000
Hyundai i20 magna,Hyundai,2009,100000,Petrol,235000
Hyundai i20 1.4,Hyundai,2011,100000,Diesel,350000
Hyundai i10 sportz,Hyundai,2011,80000,Petrol,235000
Maruti alto lxi,Maruti,2010,35000,Petrol,190000
Tata manza aura,Tata,2011,79000,Diesel,325000
Volkswagen vento diesel,Volkswagen,2011,120000,Diesel,300000
Tata tigor 1.2,Tata,2017,10000,Petrol,550000
Mahindra xuv500 w8,Mahindra,2013,150000,Diesel,720000
Nissan micra xe,Nissan,2011,110000,Petrol,110000
Maruti alto 800,Maruti,2018,10000,Petrol,310000
Maruti wagon r,Maruti,2010,70000,LPG,150000
Tata indica vista,Tata,2012,46000,Diesel,260000
Hyundai accent gls,Hyundai,2002,120000,Petrol,55000
Maruti swift vdi,Maruti,2013,108800,Diesel,450000
Hyundai i10 sportz,Hyundai,2009,70000,Petrol,199000
Mahindra scorpio s3,Mahindra,2018,35000,Diesel,1000000
Ford figo diesel,Ford,2011,72000,Diesel,240000
Renault kwid rxl,Renault,2018,40000,Petrol,350000
Mahindra bolero 2011-2019,Mahindra,2014,120000,Diesel,530000
Chevrolet spark 1.0,Chevrolet,2011,35000,Petrol,150000
Hyundai elite i20,Hyundai,2019,12500,Petrol,625000
Hyundai grand i10,Hyundai,2014,80000,Petrol,378000
Maruti swift dzire,Maruti,2018,100000,Diesel,700000
Hyundai santro xing,Hyundai,2011,110000,Petrol,156000
Mahindra bolero power,Mahindra,2016,103000,Diesel,700000
Maruti alto lx,Maruti,2006,100000,Petrol,120000
Honda amaze s,Honda,2015,45000,Petrol,415000
Honda amaze s,Honda,2015,45000,Petrol,450000
Honda brio s,Honda,2014,40000,Petrol,325000
Hyundai eon magna,Hyundai,2017,100000,Petrol,265000
Maruti omni 8,Maruti,2008,120000,Petrol,100000
Tata zest quadrajet,Tata,2015,100000,Diesel,400000
Hyundai i20 magna,Hyundai,2013,40000,Diesel,345000
Mahindra thar crde,Mahindra,2018,15000,Diesel,850000
Maruti ignis 1.2,Maruti,2018,15000,Petrol,620000
